module_category,component_category,year,month
M5,P13,2011,6
M5,P13,2011,7
M5,P15,2010,1
M5,P15,2010,2
M5,P15,2010,3
M5,P15,2010,4
M5,P15,2010,5
M5,P15,2010,6
M5,P15,2010,7
M5,P15,2010,8
M5,P15,2010,9
M5,P15,2010,10
M5,P15,2010,11
M5,P15,2010,12
M5,P15,2011,1
M5,P15,2011,2
M5,P15,2011,3
M5,P15,2011,4
M5,P15,2011,5
M5,P15,2011,6
M5,P15,2011,7
M5,P16,2010,1
M5,P16,2010,2
M5,P16,2010,3
M5,P16,2010,4
M5,P16,2010,5
M5,P16,2010,6
M5,P16,2010,7
M5,P16,2010,8
M5,P16,2010,9
M5,P16,2010,10
M5,P16,2010,11
M5,P16,2010,12
M5,P16,2011,1
M5,P16,2011,2
M5,P16,2011,3
M5,P16,2011,4
M5,P16,2011,5
M5,P16,2011,6
M5,P16,2011,7
M5,P17,2010,1
M5,P17,2010,2
M5,P17,2010,3
M5,P17,2010,4
M5,P17,2010,5
M5,P17,2010,6
M5,P17,2010,7
M5,P17,2010,8
M5,P17,2010,9
M5,P17,2010,10
M5,P17,2010,11
M5,P17,2010,12
M5,P17,2011,1
M5,P17,2011,2
M5,P17,2011,3
M5,P17,2011,4
M5,P17,2011,5
M5,P17,2011,6
M5,P17,2011,7
M5,P19,2010,1
M5,P19,2010,2
M5,P19,2010,3
M5,P19,2010,4
M5,P19,2010,5
M5,P19,2010,6
M5,P19,2010,7
M5,P19,2010,8
M5,P19,2010,9
M5,P19,2010,10
M5,P19,2010,11
M5,P19,2010,12
M5,P19,2011,1
M5,P19,2011,2
M5,P19,2011,3
M5,P19,2011,4
M5,P19,2011,5
M5,P19,2011,6
M5,P19,2011,7
M5,P20,2010,1
M5,P20,2010,2
M5,P20,2010,3
M5,P20,2010,4
M5,P20,2010,5
M5,P20,2010,6
M5,P20,2010,7
M5,P20,2010,8
M5,P20,2010,9
M5,P20,2010,10
M5,P20,2010,11
M5,P20,2010,12
M5,P20,2011,1
M5,P20,2011,2
M5,P20,2011,3
M5,P20,2011,4
M5,P20,2011,5
M5,P20,2011,6
M5,P20,2011,7
M5,P21,2010,1
M5,P21,2010,2
M5,P21,2010,3
M5,P21,2010,4
M5,P21,2010,5
M5,P21,2010,6
M5,P21,2010,7
M5,P21,2010,8
M5,P21,2010,9
M5,P21,2010,10
M5,P21,2010,11
M5,P21,2010,12
M5,P21,2011,1
M5,P21,2011,2
M5,P21,2011,3
M5,P21,2011,4
M5,P21,2011,5
M5,P21,2011,6
M5,P21,2011,7
M5,P22,2010,1
M5,P22,2010,2
M5,P22,2010,3
M5,P22,2010,4
M5,P22,2010,5
M5,P22,2010,6
M5,P22,2010,7
M5,P22,2010,8
M5,P22,2010,9
M5,P22,2010,10
M5,P22,2010,11
M5,P22,2010,12
M5,P22,2011,1
M5,P22,2011,2
M5,P22,2011,3
M5,P22,2011,4
M5,P22,2011,5
M5,P22,2011,6
M5,P22,2011,7
M5,P24,2010,1
M5,P24,2010,2
M5,P24,2010,3
M5,P24,2010,4
M5,P24,2010,5
M5,P24,2010,6
M5,P24,2010,7
M5,P24,2010,8
M5,P24,2010,9
M5,P24,2010,10
M5,P24,2010,11
M5,P24,2010,12
M5,P24,2011,1
M5,P24,2011,2
M5,P24,2011,3
M5,P24,2011,4
M5,P24,2011,5
M5,P24,2011,6
M5,P24,2011,7
M5,P26,2010,1
M5,P26,2010,2
M5,P26,2010,3
M5,P26,2010,4
M5,P26,2010,5
M5,P26,2010,6
M5,P26,2010,7
M5,P26,2010,8
M5,P26,2010,9
M5,P26,2010,10
M5,P26,2010,11
M5,P26,2010,12
M5,P26,2011,1
M5,P26,2011,2
M5,P26,2011,3
M5,P26,2011,4
M5,P26,2011,5
M5,P26,2011,6
M5,P26,2011,7
M5,P27,2010,1
M5,P27,2010,2
M5,P27,2010,3
M5,P27,2010,4
M5,P27,2010,5
M5,P27,2010,6
M5,P27,2010,7
M5,P27,2010,8
M5,P27,2010,9
M5,P27,2010,10
M5,P27,2010,11
M5,P27,2010,12
M5,P27,2011,1
M5,P27,2011,2
M5,P27,2011,3
M5,P27,2011,4
M5,P27,2011,5
M5,P27,2011,6
M5,P27,2011,7
M5,P28,2010,1
M5,P28,2010,2
M5,P28,2010,3
M5,P28,2010,4
M5,P28,2010,5
M5,P28,2010,6
M5,P28,2010,7
M5,P28,2010,8
M5,P28,2010,9
M5,P28,2010,10
M5,P28,2010,11
M5,P28,2010,12
M5,P28,2011,1
M5,P28,2011,2
M5,P28,2011,3
M5,P28,2011,4
M5,P28,2011,5
M5,P28,2011,6
M5,P28,2011,7
M5,P30,2010,1
M5,P30,2010,2
M5,P30,2010,3
M5,P30,2010,4
M5,P30,2010,5
M5,P30,2010,6
M5,P30,2010,7
M5,P30,2010,8
M5,P30,2010,9
M5,P30,2010,10
M5,P30,2010,11
M5,P30,2010,12
M5,P30,2011,1
M5,P30,2011,2
M5,P30,2011,3
M5,P30,2011,4
M5,P30,2011,5
M5,P30,2011,6
M5,P30,2011,7
M5,P31,2010,1
M5,P31,2010,2
M5,P31,2010,3
M5,P31,2010,4
M5,P31,2010,5
M5,P31,2010,6
M5,P31,2010,7
M5,P31,2010,8
M5,P31,2010,9
M5,P31,2010,10
M5,P31,2010,11
M5,P31,2010,12
M5,P31,2011,1
M5,P31,2011,2
M5,P31,2011,3
M5,P31,2011,4
M5,P31,2011,5
M5,P31,2011,6
M5,P31,2011,7
M6,P01,2010,1
M6,P01,2010,2
M6,P01,2010,3
M6,P01,2010,4
M6,P01,2010,5
M6,P01,2010,6
M6,P01,2010,7
M6,P01,2010,8
M6,P01,2010,9
M6,P01,2010,10
M6,P01,2010,11
M6,P01,2010,12
M6,P01,2011,1
M6,P01,2011,2
M6,P01,2011,3
M6,P01,2011,4
M6,P01,2011,5
M6,P01,2011,6
M6,P01,2011,7
M6,P02,2010,1
M6,P02,2010,2
M6,P02,2010,3
M6,P02,2010,4
M6,P02,2010,5
M6,P02,2010,6
M6,P02,2010,7
M6,P02,2010,8
M6,P02,2010,9
M6,P02,2010,10
M6,P02,2010,11
M6,P02,2010,12
M6,P02,2011,1
M6,P02,2011,2
M6,P02,2011,3
M6,P02,2011,4
M6,P02,2011,5
M6,P02,2011,6
M6,P02,2011,7
M6,P03,2010,1
M6,P03,2010,2
M6,P03,2010,3
M6,P03,2010,4
M6,P03,2010,5
M6,P03,2010,6
M6,P03,2010,7
M6,P03,2010,8
M6,P03,2010,9
M6,P03,2010,10
M6,P03,2010,11
M6,P03,2010,12
M6,P03,2011,1
M6,P03,2011,2
M6,P03,2011,3
M6,P03,2011,4
M6,P03,2011,5
M6,P03,2011,6
M6,P03,2011,7
M6,P04,2010,1
M6,P04,2010,2
M6,P04,2010,3
M6,P04,2010,4
M6,P04,2010,5
M6,P04,2010,6
M6,P04,2010,7
M6,P04,2010,8
M6,P04,2010,9
M6,P04,2010,10
M6,P04,2010,11
M6,P04,2010,12
M6,P04,2011,1
M6,P04,2011,2
M6,P04,2011,3
M6,P04,2011,4
M6,P04,2011,5
M6,P04,2011,6
M6,P04,2011,7
M6,P05,2010,1
M6,P05,2010,2
M6,P05,2010,3
M6,P05,2010,4
M6,P05,2010,5
M6,P05,2010,6
M6,P05,2010,7
M6,P05,2010,8
M6,P05,2010,9
M6,P05,2010,10
M6,P05,2010,11
M6,P05,2010,12
M6,P05,2011,1
M6,P05,2011,2
M6,P05,2011,3
M6,P05,2011,4
M6,P05,2011,5
M6,P05,2011,6
M6,P05,2011,7
M6,P06,2010,1
M6,P06,2010,2
M6,P06,2010,3
M6,P06,2010,4
M6,P06,2010,5
M6,P06,2010,6
M6,P06,2010,7
M6,P06,2010,8
M6,P06,2010,9
M6,P06,2010,10
M6,P06,2010,11
M6,P06,2010,12
M6,P06,2011,1
M6,P06,2011,2
M6,P06,2011,3
M6,P06,2011,4
M6,P06,2011,5
M6,P06,2011,6
M6,P06,2011,7
M6,P09,2010,1
M6,P09,2010,2
M6,P09,2010,3
M6,P09,2010,4
M6,P09,2010,5
M6,P09,2010,6
M6,P09,2010,7
M6,P09,2010,8
M6,P09,2010,9
M6,P09,2010,10
M6,P09,2010,11
M6,P09,2010,12
M6,P09,2011,1
M6,P09,2011,2
M6,P09,2011,3
M6,P09,2011,4
M6,P09,2011,5
M6,P09,2011,6
M6,P09,2011,7
M6,P10,2010,1
M6,P10,2010,2
M6,P10,2010,3
M6,P10,2010,4
M6,P10,2010,5
M6,P10,2010,6
M6,P10,2010,7
M6,P10,2010,8
M6,P10,2010,9
M6,P10,2010,10
M6,P10,2010,11
M6,P10,2010,12
M6,P10,2011,1
M6,P10,2011,2
M6,P10,2011,3
M6,P10,2011,4
M6,P10,2011,5
M6,P10,2011,6
M6,P10,2011,7
M6,P11,2010,1
M6,P11,2010,2
M6,P11,2010,3
M6,P11,2010,4
M6,P11,2010,5
M6,P11,2010,6
M6,P11,2010,7
M6,P11,2010,8
M6,P11,2010,9
M6,P11,2010,10
M6,P11,2010,11
M6,P11,2010,12
M6,P11,2011,1
M6,P11,2011,2
M6,P11,2011,3
M6,P11,2011,4
M6,P11,2011,5
M6,P11,2011,6
M6,P11,2011,7
M6,P12,2010,1
M6,P12,2010,2
M6,P12,2010,3
M6,P12,2010,4
M6,P12,2010,5
M6,P12,2010,6
M6,P12,2010,7
M6,P12,2010,8
M6,P12,2010,9
M6,P12,2010,10
M6,P12,2010,11
M6,P12,2010,12
M6,P12,2011,1
M6,P12,2011,2
M6,P12,2011,3
M6,P12,2011,4
M6,P12,2011,5
M6,P12,2011,6
M6,P12,2011,7
M6,P13,2010,1
M6,P13,2010,2
M6,P13,2010,3
M6,P13,2010,4
M6,P13,2010,5
M6,P13,2010,6
M6,P13,2010,7
M6,P13,2010,8
M6,P13,2010,9
M6,P13,2010,10
M6,P13,2010,11
M6,P13,2010,12
M6,P13,2011,1
M6,P13,2011,2
M6,P13,2011,3
M6,P13,2011,4
M6,P13,2011,5
M6,P13,2011,6
M6,P13,2011,7
M6,P15,2010,1
M6,P15,2010,2
M6,P15,2010,3
M6,P15,2010,4
M6,P15,2010,5
M6,P15,2010,6
M6,P15,2010,7
M6,P15,2010,8
M6,P15,2010,9
M6,P15,2010,10
M6,P15,2010,11
M6,P15,2010,12
M6,P15,2011,1
M6,P15,2011,2
M6,P15,2011,3
M6,P15,2011,4
M6,P15,2011,5
M6,P15,2011,6
M6,P15,2011,7
M6,P16,2010,1
M6,P16,2010,2
M6,P16,2010,3
M6,P16,2010,4
M6,P16,2010,5
M6,P16,2010,6
M6,P16,2010,7
M6,P16,2010,8
M6,P16,2010,9
M6,P16,2010,10
M6,P16,2010,11
M6,P16,2010,12
M6,P16,2011,1
M6,P16,2011,2
M6,P16,2011,3
M6,P16,2011,4
M6,P16,2011,5
M6,P16,2011,6
M6,P16,2011,7
M6,P17,2010,1
M6,P17,2010,2
M6,P17,2010,3
M6,P17,2010,4
M6,P17,2010,5
M6,P17,2010,6
M6,P17,2010,7
M6,P17,2010,8
M6,P17,2010,9
M6,P17,2010,10
M6,P17,2010,11
M6,P17,2010,12
M6,P17,2011,1
M6,P17,2011,2
M6,P17,2011,3
M6,P17,2011,4
M6,P17,2011,5
M6,P17,2011,6
M6,P17,2011,7
M6,P19,2010,1
M6,P19,2010,2
M6,P19,2010,3
M6,P19,2010,4
M6,P19,2010,5
M6,P19,2010,6
M6,P19,2010,7
M6,P19,2010,8
M6,P19,2010,9
M6,P19,2010,10
M6,P19,2010,11
M6,P19,2010,12
M6,P19,2011,1
M6,P19,2011,2
M6,P19,2011,3
M6,P19,2011,4
M6,P19,2011,5
M6,P19,2011,6
M6,P19,2011,7
M6,P20,2010,1
M6,P20,2010,2
M6,P20,2010,3
M6,P20,2010,4
M6,P20,2010,5
M6,P20,2010,6
M6,P20,2010,7
M6,P20,2010,8
M6,P20,2010,9
M6,P20,2010,10
M6,P20,2010,11
M6,P20,2010,12
M6,P20,2011,1
M6,P20,2011,2
M6,P20,2011,3
M6,P20,2011,4
M6,P20,2011,5
M6,P20,2011,6
M6,P20,2011,7
M6,P21,2010,1
M6,P21,2010,2
M6,P21,2010,3
M6,P21,2010,4
M6,P21,2010,5
M6,P21,2010,6
M6,P21,2010,7
M6,P21,2010,8
M6,P21,2010,9
M6,P21,2010,10
M6,P21,2010,11
M6,P21,2010,12
M6,P21,2011,1
M6,P21,2011,2
M6,P21,2011,3
M6,P21,2011,4
M6,P21,2011,5
M6,P21,2011,6
M6,P21,2011,7
M6,P22,2010,1
M6,P22,2010,2
M6,P22,2010,3
M6,P22,2010,4
M6,P22,2010,5
M6,P22,2010,6
M6,P22,2010,7
M6,P22,2010,8
M6,P22,2010,9
M6,P22,2010,10
M6,P22,2010,11
M6,P22,2010,12
M6,P22,2011,1
M6,P22,2011,2
M6,P22,2011,3
M6,P22,2011,4
M6,P22,2011,5
M6,P22,2011,6
M6,P22,2011,7
M6,P24,2010,1
M6,P24,2010,2
M6,P24,2010,3
M6,P24,2010,4
M6,P24,2010,5
M6,P24,2010,6
M6,P24,2010,7
M6,P24,2010,8
M6,P24,2010,9
M6,P24,2010,10
M6,P24,2010,11
M6,P24,2010,12
M6,P24,2011,1
M6,P24,2011,2
M6,P24,2011,3
M6,P24,2011,4
M6,P24,2011,5
M6,P24,2011,6
M6,P24,2011,7
M6,P25,2010,1
M6,P25,2010,2
M6,P25,2010,3
M6,P25,2010,4
M6,P25,2010,5
M6,P25,2010,6
M6,P25,2010,7
M6,P25,2010,8
M6,P25,2010,9
M6,P25,2010,10
M6,P25,2010,11
M6,P25,2010,12
M6,P25,2011,1
M6,P25,2011,2
M6,P25,2011,3
M6,P25,2011,4
M6,P25,2011,5
M6,P25,2011,6
M6,P25,2011,7
M6,P26,2010,1
M6,P26,2010,2
M6,P26,2010,3
M6,P26,2010,4
M6,P26,2010,5
M6,P26,2010,6
M6,P26,2010,7
M6,P26,2010,8
M6,P26,2010,9
M6,P26,2010,10
M6,P26,2010,11
M6,P26,2010,12
M6,P26,2011,1
M6,P26,2011,2
M6,P26,2011,3
M6,P26,2011,4
M6,P26,2011,5
M6,P26,2011,6
M6,P26,2011,7
M6,P27,2010,1
M6,P27,2010,2
M6,P27,2010,3
M6,P27,2010,4
M6,P27,2010,5
M6,P27,2010,6
M6,P27,2010,7
M6,P27,2010,8
M6,P27,2010,9
M6,P27,2010,10
M6,P27,2010,11
M6,P27,2010,12
M6,P27,2011,1
M6,P27,2011,2
M6,P27,2011,3
M6,P27,2011,4
M6,P27,2011,5
M6,P27,2011,6
M6,P27,2011,7
M6,P28,2010,1
M6,P28,2010,2
M6,P28,2010,3
M6,P28,2010,4
M6,P28,2010,5
M6,P28,2010,6
M6,P28,2010,7
M6,P28,2010,8
M6,P28,2010,9
M6,P28,2010,10
M6,P28,2010,11
M6,P28,2010,12
M6,P28,2011,1
M6,P28,2011,2
M6,P28,2011,3
M6,P28,2011,4
M6,P28,2011,5
M6,P28,2011,6
M6,P28,2011,7
M6,P30,2010,1
M6,P30,2010,2
M6,P30,2010,3
M6,P30,2010,4
M6,P30,2010,5
M6,P30,2010,6
M6,P30,2010,7
M6,P30,2010,8
M6,P30,2010,9
M6,P30,2010,10
M6,P30,2010,11
M6,P30,2010,12
M6,P30,2011,1
M6,P30,2011,2
M6,P30,2011,3
M6,P30,2011,4
M6,P30,2011,5
M6,P30,2011,6
M6,P30,2011,7
M6,P31,2010,1
M6,P31,2010,2
M6,P31,2010,3
M6,P31,2010,4
M6,P31,2010,5
M6,P31,2010,6
M6,P31,2010,7
M6,P31,2010,8
M6,P31,2010,9
M6,P31,2010,10
M6,P31,2010,11
M6,P31,2010,12
M6,P31,2011,1
M6,P31,2011,2
M6,P31,2011,3
M6,P31,2011,4
M6,P31,2011,5
M6,P31,2011,6
M6,P31,2011,7
M7,P01,2010,1
M7,P01,2010,2
M7,P01,2010,3
M7,P01,2010,4
M7,P01,2010,5
M7,P01,2010,6
M7,P01,2010,7
M7,P01,2010,8
M7,P01,2010,9
M7,P01,2010,10
M7,P01,2010,11
M7,P01,2010,12
M7,P01,2011,1
M7,P01,2011,2
M7,P01,2011,3
M7,P01,2011,4
M7,P01,2011,5
M7,P01,2011,6
M7,P01,2011,7
M7,P02,2010,1
M7,P02,2010,2
M7,P02,2010,3
M7,P02,2010,4
M7,P02,2010,5
M7,P02,2010,6
M7,P02,2010,7
M7,P02,2010,8
M7,P02,2010,9
M7,P02,2010,10
M7,P02,2010,11
M7,P02,2010,12
M7,P02,2011,1
M7,P02,2011,2
M7,P02,2011,3
M7,P02,2011,4
M7,P02,2011,5
M7,P02,2011,6
M7,P02,2011,7
M7,P03,2010,1
M7,P03,2010,2
M7,P03,2010,3
M7,P03,2010,4
M7,P03,2010,5
M7,P03,2010,6
M7,P03,2010,7
M7,P03,2010,8
M7,P03,2010,9
M7,P03,2010,10
M7,P03,2010,11
M7,P03,2010,12
M7,P03,2011,1
M7,P03,2011,2
M7,P03,2011,3
M7,P03,2011,4
M7,P03,2011,5
M7,P03,2011,6
M7,P03,2011,7
M7,P04,2010,1
M7,P04,2010,2
M7,P04,2010,3
M7,P04,2010,4
M7,P04,2010,5
M7,P04,2010,6
M7,P04,2010,7
M7,P04,2010,8
M7,P04,2010,9
M7,P04,2010,10
M7,P04,2010,11
M7,P04,2010,12
M7,P04,2011,1
M7,P04,2011,2
M7,P04,2011,3
M7,P04,2011,4
M7,P04,2011,5
M7,P04,2011,6
M7,P04,2011,7
M7,P05,2010,1
M7,P05,2010,2
M7,P05,2010,3
M7,P05,2010,4
M7,P05,2010,5
M7,P05,2010,6
M7,P05,2010,7
M7,P05,2010,8
M7,P05,2010,9
M7,P05,2010,10
M7,P05,2010,11
M7,P05,2010,12
M7,P05,2011,1
M7,P05,2011,2
M7,P05,2011,3
M7,P05,2011,4
M7,P05,2011,5
M7,P05,2011,6
M7,P05,2011,7
M7,P06,2010,1
M7,P06,2010,2
M7,P06,2010,3
M7,P06,2010,4
M7,P06,2010,5
M7,P06,2010,6
M7,P06,2010,7
M7,P06,2010,8
M7,P06,2010,9
M7,P06,2010,10
M7,P06,2010,11
M7,P06,2010,12
M7,P06,2011,1
M7,P06,2011,2
M7,P06,2011,3
M7,P06,2011,4
M7,P06,2011,5
M7,P06,2011,6
M7,P06,2011,7
M7,P09,2010,1
M7,P09,2010,2
M7,P09,2010,3
M7,P09,2010,4
M7,P09,2010,5
M7,P09,2010,6
M7,P09,2010,7
M7,P09,2010,8
M7,P09,2010,9
M7,P09,2010,10
M7,P09,2010,11
M7,P09,2010,12
M7,P09,2011,1
M7,P09,2011,2
M7,P09,2011,3
M7,P09,2011,4
M7,P09,2011,5
M7,P09,2011,6
M7,P09,2011,7
M7,P10,2010,1
M7,P10,2010,2
M7,P10,2010,3
M7,P10,2010,4
M7,P10,2010,5
M7,P10,2010,6
M7,P10,2010,7
M7,P10,2010,8
M7,P10,2010,9
M7,P10,2010,10
M7,P10,2010,11
M7,P10,2010,12
M7,P10,2011,1
M7,P10,2011,2
M7,P10,2011,3
M7,P10,2011,4
M7,P10,2011,5
M7,P10,2011,6
M7,P10,2011,7
M7,P11,2010,1
M7,P11,2010,2
M7,P11,2010,3
M7,P11,2010,4
M7,P11,2010,5
M7,P11,2010,6
M7,P11,2010,7
M7,P11,2010,8
M7,P11,2010,9
M7,P11,2010,10
M7,P11,2010,11
M7,P11,2010,12
M7,P11,2011,1
M7,P11,2011,2
M7,P11,2011,3
M7,P11,2011,4
M7,P11,2011,5
M7,P11,2011,6
M7,P11,2011,7
M7,P12,2010,1
M7,P12,2010,2
M7,P12,2010,3
M7,P12,2010,4
M7,P12,2010,5
M7,P12,2010,6
M7,P12,2010,7
M7,P12,2010,8
M7,P12,2010,9
M7,P12,2010,10
M7,P12,2010,11
M7,P12,2010,12
M7,P12,2011,1
M7,P12,2011,2
M7,P12,2011,3
M7,P12,2011,4
M7,P12,2011,5
M7,P12,2011,6
M7,P12,2011,7
M7,P13,2010,1
M7,P13,2010,2
M7,P13,2010,3
M7,P13,2010,4
M7,P13,2010,5
M7,P13,2010,6
M7,P13,2010,7
M7,P13,2010,8
M7,P13,2010,9
M7,P13,2010,10
M7,P13,2010,11
M7,P13,2010,12
M7,P13,2011,1
M7,P13,2011,2
M7,P13,2011,3
M7,P13,2011,4
M7,P13,2011,5
M7,P13,2011,6
M7,P13,2011,7
M7,P15,2010,1
M7,P15,2010,2
M7,P15,2010,3
M7,P15,2010,4
M7,P15,2010,5
M7,P15,2010,6
M7,P15,2010,7
M7,P15,2010,8
M7,P15,2010,9
M7,P15,2010,10
M7,P15,2010,11
M7,P15,2010,12
M7,P15,2011,1
M7,P15,2011,2
M7,P15,2011,3
M7,P15,2011,4
M7,P15,2011,5
M7,P15,2011,6
M7,P15,2011,7
M7,P16,2010,1
M7,P16,2010,2
M7,P16,2010,3
M7,P16,2010,4
M7,P16,2010,5
M7,P16,2010,6
M7,P16,2010,7
M7,P16,2010,8
M7,P16,2010,9
M7,P16,2010,10
M7,P16,2010,11
M7,P16,2010,12
M7,P16,2011,1
M7,P16,2011,2
M7,P16,2011,3
M7,P16,2011,4
M7,P16,2011,5
M7,P16,2011,6
M7,P16,2011,7
M7,P17,2010,1
M7,P17,2010,2
M7,P17,2010,3
M7,P17,2010,4
M7,P17,2010,5
M7,P17,2010,6
M7,P17,2010,7
M7,P17,2010,8
M7,P17,2010,9
M7,P17,2010,10
M7,P17,2010,11
M7,P17,2010,12
M7,P17,2011,1
M7,P17,2011,2
M7,P17,2011,3
M7,P17,2011,4
M7,P17,2011,5
M7,P17,2011,6
M7,P17,2011,7
M7,P19,2010,1
M7,P19,2010,2
M7,P19,2010,3
M7,P19,2010,4
M7,P19,2010,5
M7,P19,2010,6
M7,P19,2010,7
M7,P19,2010,8
M7,P19,2010,9
M7,P19,2010,10
M7,P19,2010,11
M7,P19,2010,12
M7,P19,2011,1
M7,P19,2011,2
M7,P19,2011,3
M7,P19,2011,4
M7,P19,2011,5
M7,P19,2011,6
M7,P19,2011,7
M7,P20,2010,1
M7,P20,2010,2
M7,P20,2010,3
M7,P20,2010,4
M7,P20,2010,5
M7,P20,2010,6
M7,P20,2010,7
M7,P20,2010,8
M7,P20,2010,9
M7,P20,2010,10
M7,P20,2010,11
M7,P20,2010,12
M7,P20,2011,1
M7,P20,2011,2
M7,P20,2011,3
M7,P20,2011,4
M7,P20,2011,5
M7,P20,2011,6
M7,P20,2011,7
M7,P21,2010,1
M7,P21,2010,2
M7,P21,2010,3
M7,P21,2010,4
M7,P21,2010,5
M7,P21,2010,6
M7,P21,2010,7
M7,P21,2010,8
M7,P21,2010,9
M7,P21,2010,10
M7,P21,2010,11
M7,P21,2010,12
M7,P21,2011,1
M7,P21,2011,2
M7,P21,2011,3
M7,P21,2011,4
M7,P21,2011,5
M7,P21,2011,6
M7,P21,2011,7
M7,P22,2010,1
M7,P22,2010,2
M7,P22,2010,3
M7,P22,2010,4
M7,P22,2010,5
M7,P22,2010,6
M7,P22,2010,7
M7,P22,2010,8
M7,P22,2010,9
M7,P22,2010,10
M7,P22,2010,11
M7,P22,2010,12
M7,P22,2011,1
M7,P22,2011,2
M7,P22,2011,3
M7,P22,2011,4
M7,P22,2011,5
M7,P22,2011,6
